time, lead distance, setpoint, PV, integral, derivative, error
16.52, -0.862744, 3, 3.06544, 1.53854, 0, -0.0654383
16.53, -0.863414, 3, 3.06388, 1.53788, 0, -0.0638795
16.54, -0.864069, 3, 3.06388, 1.53731, 0, -0.0638795
16.55, -0.864707, 3, 3.06235, 1.53668, 0, -0.0623473
16.56, -0.865346, 3, 3.06085, 1.53612, 1.4923, -0.060855
16.57, -0.86597, 3, 3.06085, 1.53557, 0, -0.060855
16.58, -0.866578, 3, 3.05939, 1.53503, 0, -0.059389
16.59, -0.867187, 3, 3.05939, 1.53456, 0, -0.059389
16.6, -0.867781, 3, 3.05797, 1.53403, 0, -0.0579739
16.61, -0.868375, 3, 3.05659, 1.53352, 0, -0.0565946
16.62, -0.868954, 3, 3.05659, 1.53301, 0, -0.0565946
16.63, -0.86952, 3, 3.05524, 1.5325, 0, -0.0552386
16.64, -0.870086, 3, 3.05392, 1.53201, 1.32083, -0.0539178
16.65, -0.870639, 3, 3.05392, 1.53152, 0, -0.0539178
16.66, -0.871178, 3, 3.05263, 1.53104, 0, -0.0526309
16.67, -0.871717, 3, 3.05263, 1.53057, 0, -0.0526309
16.68, -0.872243, 3, 3.05137, 1.53011, 0, -0.0513662
16.69, -0.87277, 3, 3.05013, 1.52965, 0, -0.0501349
16.7, -0.873283, 3, 3.05013, 1.5292, 0, -0.0501349
16.71, -0.873785, 3, 3.04894, 1.52875, 0, -0.0489355
